Dept_Code,Department_Name,SubDept_Code,SubDepartment_Name,Prog_Code,Program_Name,Program_Priority,Source_Fund_Code,Source_Fund_Name,Account_Code,Account_Name,Appropriation,Fiscal_Year,Expense_Type
6,Animal Services,06LVL5,Animal Services,603,License Processing,A Livable and Sustainable City,100,General Fund,1010,Salaries General,78764,2014,Salaries
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,1070,"Salaries, As-Needed",98305,2014,Salaries
6,Animal Services,06LVL5,Animal Services,650,General Administration and Support,A Well Run City,842,Animal Sterilization Fund (Sch. 29),1010,Salaries General,148066,2014,Salaries
6,Animal Services,06LVL5,Animal Services,602,Shelter Operations and Animal Care,A Livable and Sustainable City,100,General Fund,1070,"Salaries, As-Needed",160304,2014,Salaries
6,Animal Services,06LVL5,Animal Services,602,Shelter Operations and Animal Care,A Livable and Sustainable City,100,General Fund,6020,Operating Supplies ,222808,2014,Expenses
6,Animal Services,06LVL5,Animal Services,649,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,265368,2014,Salaries
6,Animal Services,06LVL5,Animal Services,650,General Administration and Support,A Well Run City,100,General Fund,6010,Office and Administrative ,306638,2014,Expenses
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,3190,Medical Supplies,387255,2014,Expenses
6,Animal Services,06LVL5,Animal Services,602,Shelter Operations and Animal Care,A Livable and Sustainable City,100,General Fund,4580,Animal Food/Feed and Grain,504804,2014,Expenses
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,1010,Salaries General,1920334,2014,Salaries
6,Animal Services,06LVL5,Animal Services,650,General Administration and Support,A Well Run City,100,General Fund,1010,Salaries General,2468975,2014,Salaries
6,Animal Services,06LVL5,Animal Services,601,Animal Control and Law Enforcement,A Livable and Sustainable City,100,General Fund,1010,Salaries General,3231322,2014,Salaries
6,Animal Services,06LVL5,Animal Services,602,Shelter Operations and Animal Care,A Livable and Sustainable City,100,General Fund,1010,Salaries General,11187600,2014,Salaries
,Arts and Cultural Facilities and Services Trust Fund*,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_844,Cultural Affairs Department Trust,8500,2014,Other
,Arts and Cultural Facilities and Services Trust Fund*,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_210,Others (Prop K Maintenance),286816,2014,Other
,Arts and Cultural Facilities and Services Trust Fund*,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_299,Reimbursement of General Fund Costs,3155074,2014,Other
8,Building and Safety,08LVL5,Building and Safety,803,"Licensing, Testing, and Material Control",A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),6010,Office and Administrative ,30,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,802,New Commercial Construction Inspection,A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),6010,Office and Administrative ,1056,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,100,General Fund,6010,Office and Administrative ,1386,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,801,Residential Engineering Plan Checking,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),3310,Transportation,3436,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),6010,Office and Administrative ,3880,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,849,Technology Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),3310,Transportation,4691,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,100,General Fund,1090,Overtime General,8365,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,100,General Fund,2120,Printing and Binding,8859,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,46F,Off-Site Sign Periodic Inspection Fee Fund (Sch. 29),3310,Transportation,11000,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),3310,Transportation,13916,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,100,General Fund,1070,"Salaries, As-Needed",14100,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,100,General Fund,6020,Operating Supplies ,18943,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,803,"Licensing, Testing, and Material Control",A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),3310,Transportation,19555,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,801,Residential Engineering Plan Checking,A Prosperous City,100,General Fund,1090,Overtime General,21700,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,100,General Fund,1090,Overtime General,76338,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,100,General Fund,3040,Contractual Services,96789,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,803,"Licensing, Testing, and Material Control",A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),1090,Overtime General,132401,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,801,Residential Engineering Plan Checking,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),6010,Office and Administrative ,138183,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),3310,Transportation,155668,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,849,Technology Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),1070,"Salaries, As-Needed",156356,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,802,New Commercial Construction Inspection,A Safe City,100,General Fund,1010,Salaries General,166818,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,100,General Fund,3310,Transportation,238820,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,46F,Off-Site Sign Periodic Inspection Fee Fund (Sch. 29),1010,Salaries General,272964,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,346,Repair & Demolition Fund (Sch. 29),1010,Salaries General,3.00E+05,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,849,Technology Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),1090,Overtime General,327688,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),1090,Overtime General,359078,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,100,General Fund,1010,Salaries General,379334,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),1090,Overtime General,577856,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),1070,"Salaries, As-Needed",874075,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,802,New Commercial Construction Inspection,A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),3310,Transportation,1021754,2014,Expenses
8,Building and Safety,08LVL5,Building and Safety,802,New Commercial Construction Inspection,A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),1090,Overtime General,1145704,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,803,"Licensing, Testing, and Material Control",A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),1010,Salaries General,1321287,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,424,Community Development Trust Fund (Sch. 8),1010,Salaries General,1334969,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,849,Technology Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),1010,Salaries General,2762378,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,801,Residential Engineering Plan Checking,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),1090,Overtime General,2931992,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,100,General Fund,1010,Salaries General,4698497,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,804,Conservation of Existing Structures and Mechanical Devices,A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),1010,Salaries General,6800279,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,850,General Administration and Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),1010,Salaries General,7810426,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,801,Residential Engineering Plan Checking,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),1010,Salaries General,16438637,2014,Salaries
8,Building and Safety,08LVL5,Building and Safety,802,New Commercial Construction Inspection,A Safe City,48R,Building and Safety Building Permit Fund (Sch. 40),1010,Salaries General,25091266,2014,Salaries
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_549,Special Services Costs,31812,2014,Other
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_602,Building and Safety Training,78898,2014,Other
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_682,Engineering Special Service Fund,90000,2014,Other
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_641,Building and Safety Lease Costs,107363,2014,Other
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_530,Systems Development Project Costs,1617671,2014,Other
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_605,Reimbursement Offset,3967782,2014,Other
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_601,Building and Safety Expense and Equipment,7269033,2014,Other
,Building and Safety Building Permit Enterprise Fund*,S40,Building and Safety Building Permit Enterprise Fund,845,Building and Safety Building Permit Enterprise Fund,A Prosperous City,48R,Building and Safety Building Permit Fund (Sch. 40),08_299,Reimbursement of General Fund Costs,21630791,2014,Other
,Capital Finance Administration*,53,Capital Finance Administration,5399,Capital Finance Administration - Default Program,A Prosperous City,100,General Fund,319,MICLA AY (Refunding 2005),788,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,5399,Capital Finance Administration - Default Program,A Prosperous City,100,General Fund,305,Trustee Fees,34620,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Building Services,A Prosperous City,100,General Fund,340,MICLA 2011-A (QECB),60595,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Parking Enforcement,A Well Run City,363,Special Parking Revenue Fund (Sch. 11),316,Commercial Paper,188000,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,5399,Capital Finance Administration - Default Program,A Prosperous City,100,General Fund,342,MICLA 2012-B (Real Property Refunding),370837,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Crime Control,A Safe City,100,General Fund,336,MICLA 2010-C (Real Property RZEDB),444998,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Wastewater,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),320,MICLA 2006-A (Police HQ and PW Building),455085,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,5399,Capital Finance Administration - Default Program,A Prosperous City,100,General Fund,170,General Administration,468632,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Crime Control,A Safe City,876,Pershing Square Special Trust Fund (Sch. 29),270,Pershing Square Refunding 2002,531963,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Crime Control,A Safe City,100,General Fund,325,MICLA 2008-B (Real Property),1049595,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Building Services,A Prosperous City,100,General Fund,336,MICLA 2010-C (Real Property RZEDB),1094256,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Wastewater,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),320,MICLA 2006-A (Police HQ and PW Building),1170217,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Parking Enforcement,A Well Run City,363,Special Parking Revenue Fund (Sch. 11),342,MICLA 2012-B (Real Property Refunding),1510826,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Building Services,A Prosperous City,100,General Fund,325,MICLA 2008-B (Real Property),1712488,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,General Administration and Support,A Well Run City,100,General Fund,317,Debt Service for CDD Projects,1773635,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Building Services,A Prosperous City,100,General Fund,280,Central Library Refunding/Program AT,1776160,2014,Debt Service
,Capital Finance Administration*,53,Capital Finance Administration,,Building Services,A Prosperous City,100,General Fund,332,MICLA 2009-D (Recovery Zone),1924944,2014,Debt Service
