Dept Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Account Code,Account Name,2014-15 Actuals,2015-16 Adopted Budget,2015-16 Estimates,2016-17 Proposed Budget,2016-17 Adopted Budget
82,Bureau of Sanitation,8299,Bureau of Sanitation - Default Program,100,General Fund,5168,Reimb Of Prior Year Salary,2821,,5242,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,3811,Reimb From Other Agencies,106360,,,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,4342,Photo Copies,15,,,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5168,Reimb Of Prior Year Salary,,,63,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5301,Reimb From Other Funds,110327,,,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5304,Gas Tax Projects,454015,453750,348750,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5311,Reimb-Metro Rail Project,344667,624997,640000,688619,688619
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5317,Seismic Bond Fund,,30700,38000,30000,30000
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5328,Sewer Cons & Main Related Cost,106729,164609,120040,180119,180119
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,144038,15454,67256,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5334,Community Dev Tr Related Cost,21189,,37000,,
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5340,Prop C Antigridlock Rel Cost,,238136,82000,348630,348630
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5342,St Lighting Assess Rel Cost,2034131,2899814,2477505,3747472,3747472
84,Bureau of Street Lighting,8401,Design and Construction,100,General Fund,5361,Related Cost Reimb-Others,17355,51414,51414,101877,101877
84,Bureau of Street Lighting,8402,"System Operation, Maintenance, and Repair",100,General Fund,5304,Gas Tax Projects,151339,151250,116250,,
84,Bureau of Street Lighting,8402,"System Operation, Maintenance, and Repair",100,General Fund,5342,St Lighting Assess Rel Cost,2222858,2800625,2938345,2820199,2820199
84,Bureau of Street Lighting,8403,Street Lighting Assessment,100,General Fund,5342,St Lighting Assess Rel Cost,331770,418004,438559,413817,413817
84,Bureau of Street Lighting,8450,General Administration and Support,100,General Fund,5342,St Lighting Assess Rel Cost,850092,1071049,1123718,1128678,1128678
86,Bureau of Street Services,8601,"Weed Abatement, Brush, and Debris Removal",100,General Fund,3176,Weed Assessments,602971,550000,500000,550000,550000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3246,Building Material Permits,2185499,1900000,2000000,2000000,2000000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3247,Canopy Permits,420,2448,500,2448,2448
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3248,Canopy Renewals,1008,2000,2000,2000,2000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3249,House Number Curb Permits,422,211,211,211,211
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3250,"House Moving,Filing,Pmt Inspec",50,500,500,500,500
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3251,Overload Permits,461055,350000,450000,400000,400000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3254,Newsrack Permit Fees,150637,160000,160000,160000,160000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3283,Maintenance Hole Permits,26874,15179,55000,20000,20000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3293,Public Right Of Way Const Enf,1045984,456024,675000,550000,550000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,3364,State Highway Agreements,,40000,,,
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4229,Special Excavation Inspection,,131,131,131,131
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4282,Overload Inspection Fees,289,800,800,800,800
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4285,Import/Export Of Earth Materia,129888,100000,138000,100000,100000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4297,Newsrack Remov & Storage Fees,620,1000,1000,1000,1000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4298,Newstand Permit Fees,13563,19097,19097,19097,19097
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4658,Special Events,106111,300000,99000,99000,99000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4659,One-Stop Permit Center Fees,,,163,,
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4811,Fines For Illegal Signs,47107,200000,50000,50000,50000
86,Bureau of Street Services,8602,Investigation and Enforcement,100,General Fund,4815,Fines And Penalties-Others,14219,23091,23091,23091,23091
86,Bureau of Street Services,8603,Street Cleaning,100,General Fund,3364,State Highway Agreements,,,40000,40000,40000
86,Bureau of Street Services,8603,Street Cleaning,100,General Fund,5304,Gas Tax Projects,2808661,,1747499,,
86,Bureau of Street Services,8603,Street Cleaning,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,1209064,1733192,1525209,,
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,3256,Tree Removal Permit,55012,55000,55000,55000,55000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,4296,Street Tree Planting,21700,70000,20000,20000,20000
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,5304,Gas Tax Projects,3744881,,2330000,,
86,Bureau of Street Services,8604,Street Tree and Parkway Maintenance,100,General Fund,5361,Related Cost Reimb-Others,,,,1393654,1393654
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,4288,Misc St Maintenance,915,1000,1000,1000,1000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,4658,Special Events,215438,,201000,201000,201000
86,Bureau of Street Services,8605,Maintaining Streets,100,General Fund,5304,Gas Tax Projects,8425983,,3625676,,
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,3811,Reimb From Other Agencies,,,15000,15000,15000
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,4287,Outside Service-Misc,23652,,15000,15000,15000
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,5168,Reimb Of Prior Year Salary,4896,,4896,4896,4896
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,5301,Reimb From Other Funds,3113363,,610689,400000,400000
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,5304,Gas Tax Projects,13731231,19416663,8543332,,
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,587379,454209,,500000,500000
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,5361,Related Cost Reimb-Others,,,1110695,,
86,Bureau of Street Services,8606,Pavement Preservation,100,General Fund,5367,Measure R Traffic Relief Oh Reimb,2308242,7935790,956119,7188096,7188096
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,4281,Street Repairs-Water Blowouts,2310174,2200000,2200000,2200000,2200000
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5121,Damage Claims & Settlements,61753,,45000,45000,45000
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5304,Gas Tax Projects,2496587,,1553333,,
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5311,Reimb-Metro Rail Project,670306,,845920,,
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,1648878,,
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5337,Prop A Local Transit Rel Cost,189004,1514447,,1529028,1529028
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,164872,,,2123173,2123173
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5361,Related Cost Reimb-Others,,,,2020045,2020045
86,Bureau of Street Services,8607,Street Improvement Construction,100,General Fund,5367,Measure R Traffic Relief Oh Reimb,577061,1625403,7648955,4456175,4456175
86,Bureau of Street Services,8608,Street Improvement Engineering,100,General Fund,4201,Engineering Fees,,,1274,,
86,Bureau of Street Services,8608,Street Improvement Engineering,100,General Fund,5311,Reimb-Metro Rail Project,,845920,,1190581,1190581
86,Bureau of Street Services,8608,Street Improvement Engineering,100,General Fund,5361,Related Cost Reimb-Others,,1110695,,,
86,Bureau of Street Services,8608,Street Improvement Engineering,100,General Fund,5367,Measure R Traffic Relief Oh Reimb,,,956119,,
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,3811,Reimb From Other Agencies,,15000,,,
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,4287,Outside Service-Misc,,15000,,,
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,5121,Damage Claims & Settlements,,45000,,,
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,5168,Reimb Of Prior Year Salary,,4896,,,
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,5188,Miscellaneous Revenue-Others,4101,4000,4000,4000,4000
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,5337,Prop A Local Transit Rel Cost,,,1514447,,
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,,,207983,,
86,Bureau of Street Services,8650,General Administration and Support,100,General Fund,5742,Miscellaneous Deposits,,2,2,2,2
94,Transportation,9401,Sustainable Transportation,100,General Fund,3287,Vehicle Application,1442561,1400000,1400000,1400000,1400000
94,Transportation,9401,Sustainable Transportation,100,General Fund,3289,Driver Permit,897464,1065810,1065810,1065810,1065810
94,Transportation,9401,Sustainable Transportation,100,General Fund,4240,Special Env Impact Report Fee,,850500,,,
94,Transportation,9401,Sustainable Transportation,100,General Fund,4653,Finger Print Fees,5167,8000,2000,2000,2000
94,Transportation,9401,Sustainable Transportation,100,General Fund,5336,Mobile Src Air Pollut Rel Cost,,,,,56542
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,3242,B Permits,34000,2000000,2000000,,
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,3293,Public Right Of Way Const Enf,17745,17600,,,
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,4240,Special Env Impact Report Fee,1491116,,1500000,850500,850500
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,5301,Reimb From Other Funds,,85661,,,
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,5330,Trnsp Mitigation Related Cost,511714,206000,206000,206000,206000
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,5336,Mobile Src Air Pollut Rel Cost,,,,986288,986288
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,5340,Prop C Antigridlock Rel Cost,,,,1658771,1658771
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,5360,Planning Expedited Rel Cost,,,581000,581000,581000
94,Transportation,9402,Transit Planning and Land Use,100,General Fund,5361,Related Cost Reimb-Others,,,,1242925,1242925
94,Transportation,9403,Transportation Infrastructure and Project Delivery,100,General Fund,5301,Reimb From Other Funds,,1541956,13000,,
94,Transportation,9403,Transportation Infrastructure and Project Delivery,100,General Fund,5340,Prop C Antigridlock Rel Cost,18090460,15933348,14251382,3374956,3374956
94,Transportation,9403,Transportation Infrastructure and Project Delivery,100,General Fund,5361,Related Cost Reimb-Others,991,,,1395519,1395519
94,Transportation,9404,"Parking Facilities, Meters, and Operations",100,General Fund,5303,Reimb-Sprf Salaries & Overtime Ladot,3855671,,5211000,4934323,4934323
94,Transportation,9404,"Parking Facilities, Meters, and Operations",100,General Fund,5305,Reimb Of Other Gen Fund Costs-Sprf,3569589,4232560,4233000,3923774,3923774
94,Transportation,9404,"Parking Facilities, Meters, and Operations",100,General Fund,5310,Reimb Fr Oth Fds-Pref Parking,380139,1267602,1243213,1243213,1243213
94,Transportation,9405,Parking Enforcement Services,100,General Fund,4596,Service To Water & Power,,,,231500,231500
94,Transportation,9405,Parking Enforcement Services,100,General Fund,4597,Service To Harbor,16800,,82000,,
94,Transportation,9405,Parking Enforcement Services,100,General Fund,4662,Impound Fee,8091,10000,15663,15000,15000
94,Transportation,9406,Parking Citation Processing Services,100,General Fund,4357,Credit Card Service Charge,,1000000,,,
94,Transportation,9407,Streets and Sign Management,100,General Fund,3282,Filming Permits,2093276,1725000,1725000,2066786,2066786
94,Transportation,9407,Streets and Sign Management,100,General Fund,4289,Damages Repaired Trafficsafety,380419,,309568,310000,310000
94,Transportation,9407,Streets and Sign Management,100,General Fund,4290,Maintenance Agreement,647253,259000,259000,259000,259000
94,Transportation,9407,Streets and Sign Management,100,General Fund,4292,Warning Signs,810,,,,
94,Transportation,9407,Streets and Sign Management,100,General Fund,4293,Temporary Traffic Signs,909887,867000,1000000,1000000,1000000
94,Transportation,9407,Streets and Sign Management,100,General Fund,5302,State Maintenance Agreement,,620000,,,
94,Transportation,9407,Streets and Sign Management,100,General Fund,5304,Gas Tax Projects,1248979,1630000,2395196,,
94,Transportation,9407,Streets and Sign Management,100,General Fund,5340,Prop C Antigridlock Rel Cost,,,,4500338,4500338
94,Transportation,9408,District Offices,100,General Fund,3242,B Permits,,,,2100000,2100000
94,Transportation,9408,District Offices,100,General Fund,3293,Public Right Of Way Const Enf,,,17600,17600,17600
94,Transportation,9408,District Offices,100,General Fund,4291,Special Projects,101721,35000,,,
94,Transportation,9408,District Offices,100,General Fund,4295,Misc-St Sidewalk & Curb Repairs,1846,,,,
94,Transportation,9408,District Offices,100,General Fund,4338,Witness Fees,2871,,,,
94,Transportation,9408,District Offices,100,General Fund,4595,Service To Airports,1775,,,,
94,Transportation,9408,District Offices,100,General Fund,4660,Construction Traffic Mgmt Fee,141930,160000,47000,47000,47000
94,Transportation,9408,District Offices,100,General Fund,5340,Prop C Antigridlock Rel Cost,,,,1688211,1688211
94,Transportation,9409,Traffic Signals and Systems,100,General Fund,5302,State Maintenance Agreement,545964,,478000,478000,478000
94,Transportation,9409,Traffic Signals and Systems,100,General Fund,5328,Sewer Cons & Main Related Cost,84104,62710,84000,,
94,Transportation,9409,Traffic Signals and Systems,100,General Fund,5336,Mobile Src Air Pollut Rel Cost,920145,1108850,1511000,166328,166328
94,Transportation,9409,Traffic Signals and Systems,100,General Fund,5340,Prop C Antigridlock Rel Cost,,,,5186770,5186770
94,Transportation,9412,Public Transit Services,100,General Fund,5337,Prop A Local Transit Rel Cost,3553557,3661245,3661245,3843128,3843128
94,Transportation,9413,Major Project Coordination,100,General Fund,4596,Service To Water & Power,512239,550000,463000,884635,884635
94,Transportation,9413,Major Project Coordination,100,General Fund,5311,Reimb-Metro Rail Project,1361077,1795136,1795136,1767113,1767113
94,Transportation,9413,Major Project Coordination,100,General Fund,5328,Sewer Cons & Main Related Cost,,,,80678,80678
94,Transportation,9414,Emergency Management and Special Events,100,General Fund,4355,Transportation Control Services,1333218,1275000,1600000,1500000,1500000
94,Transportation,9416,Active Transportation,100,General Fund,5301,Reimb From Other Funds,13439,1541956,,,
94,Transportation,9416,Active Transportation,100,General Fund,5340,Prop C Antigridlock Rel Cost,,,,1201404,1201404
94,Transportation,9416,Active Transportation,100,General Fund,5360,Planning Expedited Rel Cost,,581000,,,
94,Transportation,9416,Active Transportation,100,General Fund,5367,Measure R Traffic Relief Oh Reimb,458887,1767017,1700000,1700000,1700000
94,Transportation,9450,General Administration and Support,100,General Fund,4332,Bad Check Collection Fees,19702,28000,23420,23000,23000
94,Transportation,9450,General Administration and Support,100,General Fund,4357,Credit Card Service Charge,915032,,850000,1000000,1000000
94,Transportation,9450,General Administration and Support,100,General Fund,5102,Donations & Contributions,26825,,,,
94,Transportation,9450,General Administration and Support,100,General Fund,5142,Salvage Receipts,16852,5200,2200,2200,2200
94,Transportation,9450,General Administration and Support,100,General Fund,5168,Reimb Of Prior Year Salary,511418,483000,429441,400000,400000
94,Transportation,9450,General Administration and Support,100,General Fund,5188,Miscellaneous Revenue-Others,16804,11000,3000,3000,3000
94,Transportation,9450,General Administration and Support,100,General Fund,5301,Reimb From Other Funds,,,,13000,13000
94,Transportation,9450,General Administration and Support,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,3100018,670000,463850,450000,450000
94,Transportation,9450,General Administration and Support,100,General Fund,5340,Prop C Antigridlock Rel Cost,,,,1022804,1022804
94,Transportation,9499,Transportation - Default Program,100,General Fund,4289,Damages Repaired Trafficsafety,,362000,,,
94,Transportation,9499,Transportation - Default Program,100,General Fund,5304,Gas Tax Projects,,765196,,,
94,Transportation,9499,Transportation - Default Program,100,General Fund,5340,Prop C Antigridlock Rel Cost,,,,1480497,1480497
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3011,Property Tax-Current-Secured,1077782988,1124512000,1124832078,1199760000,1189801000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3012,Property Tax-Current-Unsecur,43396028,48498000,46149000,48105000,48105000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3013,Property Tax-Prior-Secured,4319756,7000000,7000000,7000000,7000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3014,Property Tax-Prior Unsecured,3917632,3500000,4000000,4000000,4000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3015,Property Tax-Current Sec Suppl,24875916,32400000,27191000,29400000,29400000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3016,Property Tax-Prior Secured Suppl,3835127,4000000,4000000,4000000,4000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3017,Prop Tax-Sales Tax Replacement,121903462,127320000,36710370,63568000,63568000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3018,Prop Tax-Vlf Replacement,361671984,382937000,387566542,412760000,412760000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3019,Property Tax-Redemp Prior Secured,17065111,25232000,17509000,17509000,17509000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3020,Property Tax-Redemp Prior Suppl,1408659,1600000,1600000,1600000,1600000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3021,Property Tax-Refunds,,,-9959000,-9959000,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3022,Property Tax-Adjustment,,563000,208000,211000,211000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3023,Property Tax-Cra Adjustment,174884,,,,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3024,Interest Penalty On Delinq Tax,5945726,,,,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3026,Property Tax-Ex Cra Tax Increment,52362917,52580000,50111000,54594000,54594000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3041,Miscellaneous Taxes,5983001,6000000,7273479,7300000,7300000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3051,Sales & Use Tax,371031099,426120000,416441000,520020000,520020000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3061,Franchise Income-Electric Line,262523,261000,250000,250000,250000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3062,Franchise Income-Gas,17783604,17930000,14600000,14600000,14600000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3063,Franchise Income-Pipe Lines,2025030,2000000,2000000,2000000,2000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3064,Franchise Income-Railways,228356,114000,40000,70000,70000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3065,Franchise Income-Taxi Cabs,3132067,3180000,2960000,2940000,2940000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3066,Franchise Income-Telephone,172998,175000,163000,170000,170000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3067,Franchise Income-Television,18917886,18927198,19200000,19350000,19350000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3068,Franchise Income-Police Garage,2994848,3036000,2897000,2800000,2800000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3081,Business Tax,479851542,491000000,505600000,502300000,502300000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3083,Amnesty Business Tax,425,,,,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3087,Ab63 Program,17477246,,,,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3101,Telephone User'S Tax,207032336,192500000,189040000,185700000,185700000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3102,Electricity User'S Tax,363716274,371000000,372200000,382000000,382000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3103,Gas User'S Tax,68642559,66800000,66300000,66300000,66300000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3110,Corporate Documentary Transfer Tax,15694600,3000000,3284000,196900000,3284000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3111,Documentary Transfer Tax,180986098,201115000,194700000,3284000,198900000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3112,Transient Occupancy Tax,202896604,221000000,226076000,246569000,246569000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3113,Parking Occupancy Tax,100369513,103600000,108400000,111000000,111000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3122,Residential Development Tax,4365011,4740000,4740000,4740000,4740000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3321,Vehicle License Fee,1678066,1678000,1596590,1596590,1596590
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3341,Prop Tax-Homeowner Relief-State,8163390,7668000,8115000,8115000,8115000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3351,State Mandated Prog-Other,5796848,500000,1600000,1500000,1500000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,3352,State Mandated Program -Police,23103933,4500000,5750000,5500000,5500000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4492,Civic Center Commercialparking,2733485,2500000,3000000,2800000,2800000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4595,Service To Airports,524242,771791,1329813,1332799,1332799
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4596,Service To Water & Power,694911,1762011,2557288,1701302,1701302
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4597,Service To Harbor,336109,595556,428741,548994,548994
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4652,Transit Shelter Income,2574493,2600000,2700000,2700000,2700000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4801,Parking Fines,152292373,157590000,147000000,152000000,152000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4802,Municipal Court Fines,2555801,2500000,2800000,2600000,2800000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4902,Interest On Pooled Invest-Gen Fund,,,,15840000,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4903,Interest Income-Other,1599276,4100000,4010000,3060000,3060000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,4932,Los Angeles Mall Rental Income,525228,550000,550000,550000,550000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5121,Damage Claims & Settlements,12895344,,,,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5124,Tobacco Settlement,9020828,9106000,9106000,9106000,9106000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5161,Reimbursement Of Expenditures,6351,,5500,5000,5000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5188,Miscellaneous Revenue-Others,2530726,2200000,2200000,2275000,2275000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5301,Reimb From Other Funds,,,,3900000,3900000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5346,Related Cost Reimb Fr Grants,,2400000,195,2000000,2000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5361,Related Cost Reimb-Others,889369,1063714,1063714,936818,936818
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5370,Cost Reimbursement From Library,35816389,37307911,36910911,35043228,35043228
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5371,Cost Reimbursement From Rec & Parks,33802548,36162454,36162454,36162454,36383880
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5423,Law Enforcement,,250000,,6000000,6014599
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5425,Disaster Cost Reimb Federal Gv,488746,500000,,,
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5426,Disaster Cost Reimb State Govt,249426,2900000,3587437,3101845,3101845
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5611,Interfd Oper Trans-Power,265586000,275300000,266957000,291000000,291000000
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5613,Interfd Oper Trans-Reserve,117546306,60312889,60312889,35182244,35496041
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5617,Interfd Oper Trans Sp Pkg Rev,30635342,56500000,56071889,28062866,28341817
OTHERSPF,Other Special Purpose Funds,6299,Non-Departmental General - Default Program,100,General Fund,5630,Interfd Oper Trans-Telecom Dev,,5223022,5223022,,
